date;close;open;high;low;vol;Percentage_diff;target;CDL3OUTSIDE;CDLADVANCEBLOCK;CDLBELTHOLD;CDLCLOSINGMARUBOZU;CDLDOJISTAR;CDLENGULFING;CDLHARAMI;CDLHARAMICROSS;CDLHIGHWAVE;CDLHIKKAKE;CDLLONGLINE;CDLMARUBOZU;CDLSEPARATINGLINES;CDLSHOOTINGSTAR;CDLSHORTLINE;CDLSPINNINGTOP;CDLXSIDEGAP3METHODS;Trend;Residuals
2010-08-03;0.1;0.1;0.1;0.1;9820.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-08-04;0.1;0.1;0.1;0.1;3490.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-08-05;0.1;0.1;0.1;0.1;5030.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-08-06;0.1;0.1;0.1;0.1;1400.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-08-07;0.1;0.1;0.1;0.1;2620.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-08-08;0.1;0.1;0.1;0.1;2200.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-08-09;0.1;0.1;0.1;0.1;13630.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-08-10;0.1;0.1;0.1;0.1;1310.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-08-11;0.1;0.1;0.1;0.1;14060.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-08-12;0.1;0.1;0.1;0.1;2060.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-08-13;0.1;0.1;0.1;0.1;3590.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-08-14;0.1;0.1;0.1;0.1;4400.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-08-15;0.1;0.1;0.1;0.1;4460.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-08-16;0.1;0.1;0.1;0.1;10730.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-08-17;0.1;0.1;0.1;0.1;13190.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-08-18;0.1;0.1;0.1;0.1;2950.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-08-19;0.1;0.1;0.1;0.1;740.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-08-20;0.1;0.1;0.1;0.1;4200.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-08-21;0.1;0.1;0.1;0.1;10440.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-08-22;0.1;0.1;0.1;0.1;18650.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-08-23;0.1;0.1;0.1;0.1;4300.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-08-24;0.1;0.1;0.1;0.1;6710.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-08-25;0.1;0.1;0.1;0.1;4230.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-08-26;0.1;0.1;0.1;0.1;3870.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-08-27;0.1;0.1;0.1;0.1;9010.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-08-28;0.1;0.1;0.1;0.1;6170.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-08-29;0.1;0.1;0.1;0.1;3170.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-08-30;0.1;0.1;0.1;0.0;34190.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-08-31;0.1;0.1;0.1;0.1;14890.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-09-01;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-09-02;0.1;0.1;0.1;0.1;8150.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-09-03;0.1;0.1;0.1;0.1;890.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-09-04;0.1;0.1;0.1;0.1;3300.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-09-05;0.1;0.1;0.1;0.1;8460.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-09-06;0.1;0.1;0.1;0.1;910.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-09-07;0.1;0.1;0.1;0.1;3460.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-09-08;0.1;0.1;0.1;0.1;2350.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-09-09;0.1;0.1;0.1;0.1;1730.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-09-10;0.1;0.1;0.1;0.1;4940.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-09-11;0.1;0.1;0.1;0.1;7750.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-09-12;0.1;0.1;0.1;0.1;790.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-09-13;0.1;0.1;0.1;0.1;10080.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-09-14;0.1;0.1;0.2;0.1;14020.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-09-15;0.1;0.1;0.1;0.1;3650.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-09-16;0.1;0.1;0.1;0.1;730.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-09-17;0.1;0.1;0.1;0.1;7260.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-09-18;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-09-19;0.1;0.1;0.1;0.1;12850.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-09-20;0.1;0.1;0.1;0.1;14310.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-09-21;0.1;0.1;0.1;0.1;5740.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-09-22;0.1;0.1;0.1;0.1;11560.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-09-23;0.1;0.1;0.1;0.1;15510.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-09-24;0.1;0.1;0.1;0.1;680.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-09-25;0.1;0.1;0.1;0.1;2150.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-09-26;0.1;0.1;0.1;0.1;12060.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-09-27;0.1;0.1;0.1;0.1;10750.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-09-28;0.1;0.1;0.1;0.1;7090.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-09-29;0.1;0.1;0.1;0.1;23480.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-09-30;0.1;0.1;0.1;0.1;7920.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-10-01;0.1;0.1;0.1;0.1;1720.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-10-02;0.1;0.1;0.1;0.1;13060.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-10-03;0.1;0.1;0.1;0.1;7170.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-10-04;0.1;0.1;0.1;0.1;34000.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-10-05;0.1;0.1;0.1;0.1;27530.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-10-06;0.1;0.1;0.1;0.1;33430.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-10-07;0.1;0.1;0.1;0.1;43690.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-10-08;0.1;0.1;0.1;0.0;139290.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-10-09;0.1;0.1;0.1;0.1;187850.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-10-10;0.1;0.1;0.1;0.1;50680.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-10-11;0.1;0.1;0.1;0.1;14090.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-10-12;0.1;0.1;0.1;0.1;25660.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-10-13;0.1;0.1;0.1;0.1;47560.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-10-14;0.1;0.1;0.1;0.1;37220.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-10-15;0.1;0.1;0.1;0.1;24640.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-10-16;0.1;0.1;0.1;0.1;6290.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1837372941252513
2010-10-17;0.1;0.1;0.1;0.1;18220.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;3.979104706265843
2010-10-18;0.1;0.1;0.1;0.1;25670.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-8.917886183738732
2010-10-19;0.1;0.1;0.1;0.1;6240.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-1.1506861837385767
2010-10-20;0.1;0.1;0.1;0.1;31860.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;-19.57523121340544
2010-10-21;0.1;0.1;0.1;0.1;44870.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;15.128693934928641
2010-10-22;0.1;0.1;0.1;0.1;34600.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;10.352267645563012
2010-10-23;0.1;0.1;0.1;0.1;4420.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11428571428571428;0.16945157983953701
2010-10-24;0.1;0.1;0.2;0.1;13800.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12857142857142856;3.9505332776944146
2010-10-25;0.1;0.1;0.2;0.1;30300.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14285714285714285;-8.960743326595875
2010-10-26;0.2;0.1;0.2;0.1;19220.0;0.0;0.0;0;0;100;100;0;0;0;0;0;0;100;100;0;0;0;0;0;0.15714285714285714;-1.1078290408814337
2010-10-27;0.2;0.2;0.2;0.2;65610.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.17142857142857143;-19.546659784834013
2010-10-28;0.2;0.2;0.2;0.2;21530.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.18571428571428572;15.142979649214356
2010-10-29;0.2;0.2;0.2;0.2;28690.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;10.352267645563012
2010-10-30;0.2;0.2;0.2;0.2;26710.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;0.1837372941252513
2010-10-31;0.2;0.2;0.2;0.2;40340.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;3.979104706265843
2010-11-01;0.2;0.2;0.2;0.2;21260.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;-8.917886183738732
2010-11-02;0.2;0.2;0.2;0.2;5850.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.21428571428571427;-1.164971898024291
2010-11-03;0.2;0.2;0.3;0.1;61470.0;0.0;0.0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0.24285714285714283;-19.618088356262586
2010-11-04;0.2;0.2;0.2;0.2;29700.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2571428571428571;15.071551077785784
2010-11-05;0.3;0.2;0.3;0.2;36620.0;0.0;0.0;0;0;100;100;0;0;0;0;0;0;100;100;0;0;0;0;0;0.2571428571428571;10.395124788420155
2010-11-06;0.4;0.3;0.5;0.2;32760.0;50.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2571428571428571;0.3265944369823942
2010-11-07;0.3;0.4;0.5;0.3;77220.0;0.0;0.0;0;0;0;-100;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2571428571428571;4.021961849122986
2010-11-08;0.2;0.3;0.4;0.2;118200.0;-28.53;0.0;0;0;0;-100;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2571428571428572;-8.975029040881589
2010-11-09;0.2;0.2;0.3;0.2;47980.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2571428571428572;-1.2078290408814338
2010-11-10;0.2;0.2;0.2;0.1;30390.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24285714285714283;-19.618088356262586
2010-11-11;0.2;0.2;0.2;0.2;5030.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.24285714285714283;15.085836792071499
2010-11-12;0.3;0.2;0.3;0.2;40720.0;0.0;0.0;0;0;100;100;0;0;0;0;0;0;100;100;0;0;0;0;0;0.2571428571428571;10.395124788420155
2010-11-13;0.3;0.3;0.3;0.3;21920.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2571428571428571;0.22659443698239418
2010-11-14;0.3;0.3;0.3;0.3;16840.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2571428571428571;4.021961849122986
2010-11-15;0.3;0.3;0.3;0.3;8510.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2714285714285714;-8.889314755167304
2010-11-16;0.2;0.3;0.3;0.2;33930.0;0.0;0.0;0;0;-100;-100;0;0;0;0;0;0;-100;-100;-100;0;0;0;0;0.2714285714285714;-1.222114755167148
2010-11-17;0.2;0.2;0.3;0.2;32870.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2714285714285714;-19.646659784834014
2010-11-18;0.3;0.2;0.3;0.2;37450.0;0.0;0.0;0;0;100;100;0;0;0;0;0;0;100;100;0;0;0;0;0;0.2714285714285714;15.15726536350007
2010-11-19;0.3;0.3;0.3;0.3;2160.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2714285714285714;10.38083907413444
2010-11-20;0.3;0.3;0.3;0.3;14650.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.28571428571428564;0.19802300841096565
2010-11-21;0.3;0.3;0.3;0.3;770.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.3;3.979104706265843
2010-11-22;0.3;0.3;0.3;0.3;28210.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.3;-8.917886183738732
2010-11-23;0.3;0.3;0.3;0.3;4860.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.3;-1.1506861837385767
2010-11-24;0.3;0.3;0.3;0.3;2520.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.3;-19.57523121340544
2010-11-25;0.3;0.3;0.3;0.3;1680.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.3;15.128693934928641
2010-11-26;0.3;0.3;0.3;0.3;33530.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2857142857142857;10.366553359848727
2010-11-27;0.3;0.3;0.3;0.3;1830.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2714285714285714;0.21230872269667989
2010-11-28;0.3;0.3;0.3;0.3;20800.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2571428571428571;4.021961849122986
2010-11-29;0.2;0.3;0.3;0.2;35060.0;0.0;0.0;0;0;-100;-100;0;0;0;0;0;0;0;-100;-100;0;0;0;0;0.2571428571428572;-8.975029040881589
2010-11-30;0.2;0.2;0.2;0.2;21480.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2571428571428571;-1.2078290408814338
2010-12-01;0.2;0.2;0.2;0.2;8160.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24285714285714283;-19.618088356262586
2010-12-02;0.3;0.2;0.3;0.2;20310.0;0.0;0.0;0;0;100;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0.22857142857142856;15.200122506357213
2010-12-03;0.3;0.3;0.3;0.2;2570.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2285714285714286;10.423696216991583
2010-12-04;0.2;0.3;0.3;0.2;28560.0;0.0;0.0;0;0;-100;-100;0;0;0;0;0;0;-100;-100;-100;0;0;0;0;0.2285714285714286;0.15516586555382272
2010-12-05;0.2;0.2;0.2;0.2;5740.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2285714285714286;3.9505332776944146
2010-12-06;0.2;0.2;0.2;0.2;4320.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2142857142857143;-8.932171898024446
2010-12-07;0.2;0.2;0.2;0.2;24590.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;-1.1506861837385767
2010-12-08;0.2;0.2;0.2;0.2;3430.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;-19.57523121340544
2010-12-09;0.2;0.2;0.2;0.2;21340.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;15.128693934928641
2010-12-10;0.2;0.2;0.2;0.2;1680.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;10.352267645563012
2010-12-11;0.2;0.2;0.2;0.2;5790.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;0.1837372941252513
2010-12-12;0.2;0.2;0.2;0.2;1960.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.2;3.979104706265843
2010-12-13;0.2;0.2;0.2;0.2;6420.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0.21428571428571427;-8.932171898024446
2010-12-14;0.2;0.2;0.2;0.2;10390.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21428571428571427;-1.164971898024291
2010-12-15;0.2;0.2;0.2;0.2;3690.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2142857142857143;-19.589516927691157
2010-12-16;0.3;0.2;0.3;0.2;14360.0;0.0;0.0;0;0;100;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0.2142857142857143;15.214408220642927
2010-12-17;0.2;0.3;0.2;0.2;530.0;0.0;0.0;0;0;-100;-100;0;0;0;0;0;0;0;-100;0;0;0;0;0;0.22857142857142856;10.323696216991584
2010-12-18;0.2;0.2;0.2;0.2;170.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22857142857142856;0.15516586555382275
2010-12-19;0.2;0.2;0.2;0.2;2000.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24285714285714283;3.9362475634087004
2010-12-20;0.3;0.2;0.3;0.2;10680.0;0.0;0.0;0;0;100;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0.24285714285714283;-8.860743326595875
2010-12-21;0.2;0.3;0.3;0.2;9230.0;0.0;0.0;0;0;-100;-100;0;0;0;0;0;0;0;-100;0;0;0;0;0;0.24285714285714283;-1.1935433265957194
2010-12-22;0.3;0.2;0.3;0.2;3800.0;0.0;0.0;0;0;100;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0.24285714285714285;-19.518088356262584
2010-12-23;0.3;0.3;0.3;0.2;8650.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2571428571428571;15.171551077785784
2010-12-24;0.2;0.3;0.3;0.2;5030.0;0.0;0.0;0;0;-100;-100;0;0;0;0;0;0;0;-100;-100;0;0;0;0;0.2571428571428571;10.295124788420155
